customer_id,product_id,licenses_purchased,purchase_date,licenses_activated,activation_date,usage_last_month,usage_last_quarter,usage_last_year,expiration_date,activation_date_only,activation_time_only
14608,P192,14,2021-04-24 14:22:41,5,2025-04-07 01:32:48,0,0,1,2024-04-23 14:22:41,2025-04-07,01:32:48.129762
12817,P238,57,2017-09-14 11:56:25,54,2018-01-13 23:50:38,1,1,1,2020-09-13 11:56:25,2018-01-13,23:50:38
19287,P354,90,2016-05-22 09:12:38,63,2016-06-27 00:13:11,37,41,45,2019-05-22 09:12:38,2016-06-27,00:13:11
19287,P354,6,2019-05-22 22:01:13,6,2019-09-27 15:07:07,1,2,4,2022-05-21 22:01:13,2019-09-27,15:07:07
16400,P78,13,2016-04-09 12:00:38,13,2016-10-03 07:02:14,5,6,6,2019-04-09 12:00:38,2016-10-03,07:02:14
11304,P13,11,2015-07-13 00:31:56,9,2015-10-23 08:51:13,0,0,0,2018-07-12 00:31:56,2015-10-23,08:51:13
11304,P13,36,2018-07-12 18:18:47,14,2025-04-21 22:14:28,5,8,9,2021-07-11 18:18:47,2025-04-21,22:14:28.129762
15820,P54,3,2016-07-04 08:49:41,2,2016-07-14 14:36:05,1,1,1,2019-07-04 08:49:41,2016-07-14,14:36:05
15820,P54,46,2019-07-04 10:37:09,46,2019-07-29 09:10:46,32,40,40,2022-07-03 10:37:09,2019-07-29,09:10:46
9681,P213,75,2016-04-22 08:22:12,57,2016-09-25 10:56:14,38,42,56,2019-04-22 08:22:12,2016-09-25,10:56:14
9681,P213,57,2019-04-22 02:50:40,26,2019-07-09 12:06:54,0,0,0,2022-04-21 02:50:40,2019-07-09,12:06:54
2814,P60,83,2016-07-25 01:39:54,82,2016-08-10 18:01:22,76,77,81,2019-07-25 01:39:54,2016-08-10,18:01:22
2814,P60,40,2019-07-25 12:48:13,28,2024-09-16 13:11:06,0,3,10,2022-07-24 12:48:13,2024-09-16,13:11:06.129762
4643,P179,26,2021-06-06 12:46:42,9,2024-12-10 22:55:22,0,0,0,2024-06-05 12:46:42,2024-12-10,22:55:22.129762
10221,P176,6,2019-10-14 00:24:57,0,,1,1,1,2022-10-13 00:24:57,,
14921,P402,17,2016-12-10 13:23:35,11,2017-01-14 07:37:10,1,1,1,2019-12-10 13:23:35,2017-01-14,07:37:10
14921,P402,90,2019-12-10 01:40:42,81,2020-02-26 00:59:22,58,60,78,2022-12-09 01:40:42,2020-02-26,00:59:22
6779,P267,33,2019-04-24 12:38:48,24,2024-07-17 20:19:56,10,20,24,2022-04-23 12:38:48,2024-07-17,20:19:56.129762
15825,P179,91,2015-11-18 02:22:42,28,2016-01-09 02:52:43,1,2,9,2018-11-17 02:22:42,2016-01-09,02:52:43
15825,P179,91,2018-11-17 22:31:33,67,2019-03-06 22:35:55,46,64,66,2021-11-16 22:31:33,2019-03-06,22:35:55
15825,P179,31,2021-11-16 10:04:11,17,2025-02-27 10:01:48,2,2,2,2024-11-15 10:04:11,2025-02-27,10:01:48.129762
15603,P50,14,2018-09-17 20:31:48,4,2025-04-06 02:52:27,0,1,3,2021-09-16 20:31:48,2025-04-06,02:52:27.129762
14358,P370,55,2015-08-17 14:55:21,28,2015-11-11 14:58:10,20,21,24,2018-08-16 14:55:21,2015-11-11,14:58:10
14358,P370,81,2018-08-16 22:03:41,49,2025-03-09 22:46:40,22,29,46,2021-08-15 22:03:41,2025-03-09,22:46:40.129762
14826,P164,29,2015-07-24 19:20:27,4,2015-11-09 17:25:08,2,2,4,2018-07-23 19:20:27,2015-11-09,17:25:08
14826,P164,84,2018-07-23 13:19:34,30,2018-10-19 15:48:07,18,26,28,2021-07-22 13:19:34,2018-10-19,15:48:07
14826,P164,96,2021-07-22 15:12:03,63,2024-08-08 16:18:40,0,0,0,2024-07-21 15:12:03,2024-08-08,16:18:40.129762
2202,P154,8,2017-01-24 23:37:09,0,,2,2,2,2020-01-24 23:37:09,,
1465,P415,77,2021-11-11 04:28:33,54,2025-05-09 14:49:05,16,21,31,2024-11-10 04:28:33,2025-05-09,14:49:05.129762
3772,P12,25,2017-06-04 08:42:56,14,2017-06-06 13:17:37,1,1,1,2020-06-03 08:42:56,2017-06-06,13:17:37
3772,P12,46,2020-06-03 13:21:11,41,2020-10-27 21:19:53,14,25,33,2023-06-03 13:21:11,2020-10-27,21:19:53
11242,P332,34,2017-11-27 07:49:19,0,,2,2,2,2020-11-26 07:49:19,,
11242,P332,97,2020-11-26 07:38:28,73,2021-02-28 03:00:49,46,52,72,2023-11-26 07:38:28,2021-02-28,03:00:49
3584,P347,57,2015-10-09 10:16:56,2,2015-12-16 02:12:21,0,0,1,2018-10-08 10:16:56,2015-12-16,02:12:21
5386,P477,89,2018-07-25 05:53:28,77,2018-08-10 14:47:43,13,32,33,2021-07-24 05:53:28,2018-08-10,14:47:43
5386,P477,67,2021-07-24 02:54:56,57,2024-09-22 03:14:17,17,35,47,2024-07-23 02:54:56,2024-09-22,03:14:17.129762
7993,P265,41,2020-04-18 08:55:54,19,2020-06-03 16:59:03,6,7,11,2023-04-18 08:55:54,2020-06-03,16:59:03
5717,P283,50,2018-09-17 23:56:40,44,2025-03-09 04:41:06,12,20,21,2021-09-16 23:56:40,2025-03-09,04:41:06.129762
5248,P170,15,2018-08-04 14:35:29,11,2024-11-08 13:54:34,6,6,10,2021-08-03 14:35:29,2024-11-08,13:54:34.129762
18346,P219,68,2015-04-24 06:04:18,63,2015-05-01 04:44:31,2,2,2,2018-04-23 06:04:18,2015-05-01,04:44:31
15141,P119,100,2018-07-28 03:27:10,91,2018-10-17 03:10:52,75,85,86,2021-07-27 03:27:10,2018-10-17,03:10:52
13273,P323,23,2018-08-13 02:32:08,23,2018-09-29 12:01:44,2,2,2,2021-08-12 02:32:08,2018-09-29,12:01:44
13273,P323,24,2021-08-12 08:31:25,4,2024-12-02 10:09:52,1,3,4,2024-08-11 08:31:25,2024-12-02,10:09:52.129762
6045,P96,79,2019-06-15 10:29:34,18,2019-09-19 08:40:46,0,0,0,2022-06-14 10:29:34,2019-09-19,08:40:46
14161,P203,38,2015-10-07 07:49:28,4,2015-12-08 16:10:45,1,2,3,2018-10-06 07:49:28,2015-12-08,16:10:45
957,P378,24,2017-09-06 17:07:52,2,2018-01-30 03:13:20,0,1,1,2020-09-05 17:07:52,2018-01-30,03:13:20
6466,P231,26,2018-11-20 03:13:06,26,2025-02-01 08:23:49,6,9,10,2021-11-19 03:13:06,2025-02-01,08:23:49.129762
19406,P220,95,2015-04-23 23:11:52,95,2015-05-17 00:18:02,58,67,75,2018-04-22 23:11:52,2015-05-17,00:18:02
19406,P220,58,2018-04-22 19:04:18,20,2018-09-19 13:46:56,15,17,18,2021-04-21 19:04:18,2018-09-19,13:46:56
19406,P220,6,2021-04-21 03:44:51,1,2025-06-12 16:21:34,0,0,0,2024-04-20 03:44:51,2025-06-12,16:21:34.129762
12742,P3,25,2017-06-13 12:55:30,25,2017-11-19 05:28:13,0,0,0,2020-06-12 12:55:30,2017-11-19,05:28:13
7039,P106,39,2018-11-28 23:19:57,19,2024-12-17 22:17:47,12,12,16,2021-11-27 23:19:57,2024-12-17,22:17:47.129762
9121,P386,91,2020-01-13 08:08:55,2,2020-06-10 17:18:34,0,0,0,2023-01-12 08:08:55,2020-06-10,17:18:34
2051,P296,83,2018-05-07 10:03:27,80,2018-10-10 07:34:01,0,0,0,2021-05-06 10:03:27,2018-10-10,07:34:01
3335,P410,16,2018-03-28 04:59:01,3,2018-05-23 21:08:47,0,0,0,2021-03-27 04:59:01,2018-05-23,21:08:47
3335,P410,48,2021-03-27 21:49:43,0,,2,2,2,2024-03-26 21:49:43,,
17593,P96,72,2018-02-14 23:40:24,7,2018-06-27 00:55:26,2,2,4,2021-02-13 23:40:24,2018-06-27,00:55:26
11987,P167,11,2018-09-01 06:07:52,11,2018-11-11 13:06:07,3,4,5,2021-08-31 06:07:52,2018-11-11,13:06:07
11987,P167,26,2021-08-31 03:47:56,5,2021-09-28 07:46:18,4,4,4,2024-08-30 03:47:56,2021-09-28,07:46:18
6458,P235,98,2016-10-03 15:38:47,87,2016-11-01 11:03:40,2,2,2,2019-10-03 15:38:47,2016-11-01,11:03:40
6458,P235,85,2019-10-03 19:55:04,6,2025-01-10 01:49:09,0,1,2,2022-10-02 19:55:04,2025-01-10,01:49:09.129762
3735,P135,4,2018-01-19 13:52:33,0,,0,0,0,2021-01-18 13:52:33,,
3735,P135,44,2021-01-18 06:47:26,42,2021-01-24 02:11:44,22,24,33,2024-01-18 06:47:26,2021-01-24,02:11:44
16040,P271,27,2017-10-16 01:00:54,4,2025-04-16 18:57:22,0,1,3,2020-10-15 01:00:54,2025-04-16,18:57:22.129762
10270,P306,70,2017-11-18 00:55:51,69,2025-01-15 11:13:00,47,50,56,2020-11-17 00:55:51,2025-01-15,11:13:00.129762
12735,P313,37,2016-03-23 10:57:48,2,2016-09-04 01:46:38,0,0,1,2019-03-23 10:57:48,2016-09-04,01:46:38
12863,P301,13,2017-04-19 00:15:32,10,2017-10-01 18:20:16,7,9,10,2020-04-18 00:15:32,2017-10-01,18:20:16
3744,P179,65,2017-03-03 21:32:54,42,2017-06-09 14:29:39,23,30,40,2020-03-02 21:32:54,2017-06-09,14:29:39
3744,P179,19,2020-03-02 00:02:50,18,2020-07-12 21:45:23,2,3,6,2023-03-02 00:02:50,2020-07-12,21:45:23
11534,P433,4,2015-04-16 14:30:13,1,2015-05-08 18:33:36,2,2,2,2018-04-15 14:30:13,2015-05-08,18:33:36
11534,P433,53,2018-04-15 20:44:19,36,2018-08-27 07:58:03,19,25,29,2021-04-14 20:44:19,2018-08-27,07:58:03
15004,P317,93,2016-05-01 11:44:41,75,2024-07-18 19:34:06,27,49,54,2019-05-01 11:44:41,2024-07-18,19:34:06.129762
5654,P417,66,2015-01-09 09:46:42,45,2015-02-07 09:41:31,0,0,0,2018-01-08 09:46:42,2015-02-07,09:41:31
5654,P417,88,2018-01-08 21:16:32,24,2025-03-12 06:05:59,3,5,12,2021-01-07 21:16:32,2025-03-12,06:05:59.129762
9747,P471,11,2021-06-14 08:06:59,4,2021-07-25 05:52:47,0,0,2,2024-06-13 08:06:59,2021-07-25,05:52:47
19339,P44,16,2016-11-05 04:37:16,10,2024-07-21 09:08:00,4,6,7,2019-11-05 04:37:16,2024-07-21,09:08:00.129762
4390,P161,10,2016-11-14 03:24:52,2,2017-03-01 02:01:11,0,0,0,2019-11-14 03:24:52,2017-03-01,02:01:11
4390,P161,9,2019-11-14 22:13:14,2,2020-05-11 22:20:40,1,1,1,2022-11-13 22:13:14,2020-05-11,22:20:40
3863,P123,29,2018-04-06 23:41:51,17,2025-04-21 13:21:07,6,9,12,2021-04-05 23:41:51,2025-04-21,13:21:07.129762
10007,P60,78,2018-05-22 10:12:32,7,2018-11-12 09:49:21,0,2,3,2021-05-21 10:12:32,2018-11-12,09:49:21
5999,P192,83,2015-03-17 13:34:14,8,2015-06-27 17:55:42,0,0,2,2018-03-16 13:34:14,2015-06-27,17:55:42
5999,P192,24,2018-03-16 09:59:07,14,2018-03-29 21:36:12,1,1,1,2021-03-15 09:59:07,2018-03-29,21:36:12
5999,P192,95,2021-03-15 18:32:47,58,2021-04-07 05:54:08,34,47,49,2024-03-14 18:32:47,2021-04-07,05:54:08
4633,P262,33,2016-10-14 20:20:08,15,2016-11-19 23:50:20,6,8,12,2019-10-14 20:20:08,2016-11-19,23:50:20
4633,P262,100,2019-10-14 15:59:41,67,2020-04-03 21:36:15,19,30,51,2022-10-13 15:59:41,2020-04-03,21:36:15
12730,P215,41,2018-03-13 20:41:15,6,2018-05-21 00:43:34,0,2,2,2021-03-12 20:41:15,2018-05-21,00:43:34
12730,P215,32,2021-03-12 09:23:48,6,2025-06-13 14:30:35,1,2,4,2024-03-11 09:23:48,2025-06-13,14:30:35.129762
19544,P71,55,2016-02-10 09:11:05,19,2024-09-04 12:16:43,2,3,10,2019-02-09 09:11:05,2024-09-04,12:16:43.129762
18836,P197,17,2018-01-22 01:47:19,13,2018-06-16 16:12:58,1,1,1,2021-01-21 01:47:19,2018-06-16,16:12:58
18836,P197,79,2021-01-21 23:33:59,74,2025-03-30 18:30:29,16,25,40,2024-01-21 23:33:59,2025-03-30,18:30:29.129762
13863,P96,80,2018-05-20 14:10:44,48,2018-09-13 12:35:56,21,43,46,2021-05-19 14:10:44,2018-09-13,12:35:56
15948,P326,37,2015-10-28 10:03:42,31,2016-01-29 06:14:50,14,15,22,2018-10-27 10:03:42,2016-01-29,06:14:50
17609,P356,90,2015-03-05 18:46:14,47,2015-05-06 15:32:12,25,32,34,2018-03-04 18:46:14,2015-05-06,15:32:12
17609,P356,30,2018-03-04 03:26:57,6,2018-03-24 16:52:44,2,2,2,2021-03-03 03:26:57,2018-03-24,16:52:44
17609,P356,61,2021-03-03 21:19:58,19,2021-06-18 15:51:00,5,5,5,2024-03-02 21:19:58,2021-06-18,15:51:00
5677,P285,48,2015-02-04 17:57:29,31,2024-08-19 19:29:34,1,1,1,2018-02-03 17:57:29,2024-08-19,19:29:34.129762
5468,P251,39,2015-03-13 06:25:55,8,2015-04-29 06:19:14,7,7,7,2018-03-12 06:25:55,2015-04-29,06:19:14
9465,P72,83,2021-05-15 15:22:55,70,2024-11-04 23:46:15,30,57,63,2024-05-14 15:22:55,2024-11-04,23:46:15.129762
6131,P162,94,2015-01-05 08:49:32,62,2015-06-09 16:59:49,41,44,50,2018-01-04 08:49:32,2015-06-09,16:59:49
14779,P318,40,2018-01-10 12:50:47,34,2024-11-09 05:58:16,5,5,16,2021-01-09 12:50:47,2024-11-09,05:58:16.129762
1757,P444,37,2021-08-15 13:28:33,37,2021-10-30 01:12:41,7,7,14,2024-08-14 13:28:33,2021-10-30,01:12:41
11765,P488,41,2019-09-04 15:20:54,26,2019-11-16 19:13:07,1,1,1,2022-09-03 15:20:54,2019-11-16,19:13:07
315,P249,57,2017-06-22 14:40:51,38,2017-07-01 14:10:29,0,0,0,2020-06-21 14:40:51,2017-07-01,14:10:29
315,P249,61,2020-06-21 14:41:03,57,2025-04-07 11:19:34,13,27,45,2023-06-21 14:41:03,2025-04-07,11:19:34.129762
4474,P100,45,2016-08-06 05:06:40,37,2025-01-10 18:51:25,19,30,32,2019-08-06 05:06:40,2025-01-10,18:51:25.129762
12582,P494,14,2016-06-28 15:18:40,7,2016-11-13 02:46:00,4,6,7,2019-06-28 15:18:40,2016-11-13,02:46:00
12582,P494,98,2019-06-28 08:13:28,95,2025-02-26 09:30:01,26,42,70,2022-06-27 08:13:28,2025-02-26,09:30:01.129762
18402,P259,59,2019-07-02 12:21:10,10,2019-07-19 09:27:56,4,9,10,2022-07-01 12:21:10,2019-07-19,09:27:56
16220,P210,48,2016-08-06 01:36:15,2,2025-07-16 21:15:57,0,0,1,2019-08-06 01:36:15,2025-07-16,21:15:57.129762
16113,P213,15,2019-07-21 17:33:16,10,2025-07-03 09:20:31,6,9,9,2022-07-20 17:33:16,2025-07-03,09:20:31.129762
14545,P251,49,2015-09-19 12:47:02,31,2015-12-05 14:37:28,12,14,23,2018-09-18 12:47:02,2015-12-05,14:37:28
14545,P251,16,2018-09-18 10:07:38,14,2024-12-08 18:43:40,5,10,13,2021-09-17 10:07:38,2024-12-08,18:43:40.129762
5481,P43,23,2015-05-06 15:52:02,1,2015-07-19 21:57:52,0,0,0,2018-05-05 15:52:02,2015-07-19,21:57:52
5481,P43,22,2018-05-05 17:29:16,4,2018-10-12 13:24:37,2,2,2,2021-05-04 17:29:16,2018-10-12,13:24:37
5481,P43,25,2021-05-04 12:31:59,23,2021-07-19 18:06:45,14,17,17,2024-05-03 12:31:59,2021-07-19,18:06:45
18527,P16,68,2018-11-28 06:57:32,57,2019-04-10 08:04:38,24,28,45,2021-11-27 06:57:32,2019-04-10,08:04:38
18527,P16,45,2021-11-27 21:59:37,11,2022-01-06 04:32:51,3,5,8,2024-11-26 21:59:37,2022-01-06,04:32:51
7227,P150,68,2017-05-26 12:41:15,3,2025-05-22 05:40:01,1,1,1,2020-05-25 12:41:15,2025-05-22,05:40:01.129762
1072,P141,42,2020-12-12 09:08:29,40,2025-02-15 04:53:39,2,5,19,2023-12-12 09:08:29,2025-02-15,04:53:39.129762
7368,P276,86,2015-05-16 02:03:09,48,2015-10-20 15:45:57,6,9,19,2018-05-15 02:03:09,2015-10-20,15:45:57
7368,P276,11,2018-05-15 23:02:48,9,2018-07-23 05:34:17,0,0,0,2021-05-14 23:02:48,2018-07-23,05:34:17
9460,P87,27,2015-06-01 13:49:52,10,2015-07-15 21:18:44,6,8,9,2018-05-31 13:49:52,2015-07-15,21:18:44
14986,P290,69,2015-01-10 02:05:37,45,2015-06-11 04:04:02,19,29,37,2018-01-09 02:05:37,2015-06-11,04:04:02
14986,P290,24,2018-01-09 12:31:38,21,2018-01-28 15:36:30,0,2,8,2021-01-08 12:31:38,2018-01-28,15:36:30
14986,P290,45,2021-01-08 22:10:43,38,2021-05-06 04:01:20,14,25,35,2024-01-08 22:10:43,2021-05-06,04:01:20
16231,P282,45,2021-10-05 17:16:04,15,2024-12-21 19:13:06,1,1,1,2024-10-04 17:16:04,2024-12-21,19:13:06.129762
16739,P58,47,2020-05-28 16:55:56,33,2020-07-29 06:22:56,3,8,17,2023-05-28 16:55:56,2020-07-29,06:22:56
18767,P59,25,2019-04-24 16:13:25,15,2019-10-04 19:36:18,4,4,5,2022-04-23 16:13:25,2019-10-04,19:36:18
8779,P397,3,2019-01-18 18:23:26,3,2025-04-05 05:56:17,2,2,2,2022-01-17 18:23:26,2025-04-05,05:56:17.129762
17797,P422,1,2017-08-28 17:02:15,0,,1,1,1,2020-08-27 17:02:15,,
17797,P422,12,2020-08-27 04:43:07,4,2020-10-22 20:01:35,1,1,1,2023-08-27 04:43:07,2020-10-22,20:01:35
12022,P278,88,2016-11-05 23:45:32,52,2017-04-15 08:41:08,32,39,41,2019-11-05 23:45:32,2017-04-15,08:41:08
1364,P390,98,2016-12-24 12:46:36,31,2017-05-04 18:56:24,14,25,31,2019-12-24 12:46:36,2017-05-04,18:56:24
14463,P280,45,2021-10-27 16:06:40,39,2022-04-17 06:04:44,3,11,11,2024-10-26 16:06:40,2022-04-17,06:04:44
7162,P218,80,2015-05-01 07:25:46,26,2015-06-16 21:35:03,1,1,1,2018-04-30 07:25:46,2015-06-16,21:35:03
3356,P377,18,2017-10-09 15:14:51,12,2025-05-02 11:20:55,0,0,0,2020-10-08 15:14:51,2025-05-02,11:20:55.129762
8112,P153,7,2015-03-11 12:39:55,1,2015-08-07 19:29:50,1,1,1,2018-03-10 12:39:55,2015-08-07,19:29:50
8112,P153,13,2018-03-10 22:42:25,1,2018-06-06 21:32:15,0,0,0,2021-03-09 22:42:25,2018-06-06,21:32:15
8112,P153,100,2021-03-09 18:50:20,37,2021-04-07 02:02:57,6,6,22,2024-03-08 18:50:20,2021-04-07,02:02:57
1057,P231,74,2017-03-21 12:47:19,51,2017-07-22 15:30:24,3,10,21,2020-03-20 12:47:19,2017-07-22,15:30:24
1057,P231,59,2020-03-20 06:47:36,9,2020-04-21 01:32:41,2,3,5,2023-03-20 06:47:36,2020-04-21,01:32:41
8612,P179,89,2016-07-19 16:21:57,85,2016-08-06 04:51:53,1,1,1,2019-07-19 16:21:57,2016-08-06,04:51:53
8612,P179,84,2019-07-19 11:39:39,46,2019-12-15 14:18:03,1,1,1,2022-07-18 11:39:39,2019-12-15,14:18:03
2851,P225,26,2020-03-05 08:19:36,12,2020-07-30 20:02:42,0,0,0,2023-03-05 08:19:36,2020-07-30,20:02:42
3847,P398,33,2017-04-22 09:38:06,9,2017-08-08 14:05:18,6,8,9,2020-04-21 09:38:06,2017-08-08,14:05:18
7765,P108,24,2016-03-04 09:08:41,21,2016-04-02 07:59:18,0,0,0,2019-03-04 09:08:41,2016-04-02,07:59:18
19266,P353,4,2020-11-19 08:28:13,1,2020-12-16 22:48:19,0,0,0,2023-11-19 08:28:13,2020-12-16,22:48:19
11490,P441,31,2019-12-07 15:06:01,10,2020-02-23 01:19:48,0,0,0,2022-12-06 15:06:01,2020-02-23,01:19:48
19998,P324,87,2018-12-07 07:04:44,37,2019-03-30 09:43:27,0,0,0,2021-12-06 07:04:44,2019-03-30,09:43:27
14031,P85,45,2021-04-25 14:40:05,16,2024-08-24 04:02:32,0,0,0,2024-04-24 14:40:05,2024-08-24,04:02:32.129762
4563,P402,53,2017-02-16 18:09:44,34,2017-08-08 22:12:09,0,0,0,2020-02-16 18:09:44,2017-08-08,22:12:09
6771,P417,71,2017-06-25 05:59:32,5,2017-09-11 17:28:39,2,2,2,2020-06-24 05:59:32,2017-09-11,17:28:39
6771,P417,13,2020-06-24 18:42:41,12,2025-02-12 17:45:21,9,10,10,2023-06-24 18:42:41,2025-02-12,17:45:21.129762
6782,P413,67,2015-04-07 03:50:14,55,2015-07-23 18:34:32,0,0,0,2018-04-06 03:50:14,2015-07-23,18:34:32
1946,P292,31,2015-06-09 14:43:01,14,2015-10-12 12:33:45,1,1,1,2018-06-08 14:43:01,2015-10-12,12:33:45
11496,P273,1,2020-05-16 19:48:58,1,2020-08-21 03:40:02,0,1,1,2023-05-16 19:48:58,2020-08-21,03:40:02
9211,P306,77,2021-08-05 14:09:54,54,2021-08-19 22:15:29,6,8,22,2024-08-04 14:09:54,2021-08-19,22:15:29
17655,P87,81,2018-08-18 10:47:44,57,2019-01-08 23:32:00,2,7,25,2021-08-17 10:47:44,2019-01-08,23:32:00
10606,P361,16,2017-06-08 10:20:51,14,2017-06-09 18:46:44,4,7,9,2020-06-07 10:20:51,2017-06-09,18:46:44
9590,P149,78,2017-01-08 04:54:24,59,2017-05-11 15:12:46,10,30,35,2020-01-08 04:54:24,2017-05-11,15:12:46
9590,P149,75,2020-01-08 02:16:08,37,2020-04-10 00:04:11,5,8,17,2023-01-07 02:16:08,2020-04-10,00:04:11
18768,P137,42,2019-06-21 16:48:33,10,2025-02-08 14:28:57,8,9,10,2022-06-20 16:48:33,2025-02-08,14:28:57.129762
16857,P461,80,2020-11-12 03:55:38,74,2024-07-18 04:13:52,10,23,38,2023-11-12 03:55:38,2024-07-18,04:13:52.129762
3121,P70,54,2020-07-07 05:32:31,25,2020-08-01 08:02:22,12,18,23,2023-07-07 05:32:31,2020-08-01,08:02:22
13488,P471,25,2021-06-12 08:59:23,19,2025-03-05 00:55:50,6,6,7,2024-06-11 08:59:23,2025-03-05,00:55:50.129762
1943,P142,94,2015-10-19 22:09:33,59,2016-01-14 08:54:13,31,51,55,2018-10-18 22:09:33,2016-01-14,08:54:13
1943,P142,90,2018-10-18 09:58:14,78,2025-06-10 18:45:54,1,1,1,2021-10-17 09:58:14,2025-06-10,18:45:54.129762
4158,P360,60,2015-10-13 12:09:19,53,2015-11-20 05:32:50,25,27,46,2018-10-12 12:09:19,2015-11-20,05:32:50
4158,P360,48,2018-10-12 23:42:44,10,2025-03-10 21:56:59,0,0,0,2021-10-11 23:42:44,2025-03-10,21:56:59.129762
4349,P128,85,2015-01-15 18:51:38,56,2015-05-22 04:56:20,8,10,16,2018-01-14 18:51:38,2015-05-22,04:56:20
4349,P128,99,2018-01-14 19:54:18,12,2018-01-21 11:05:10,0,0,0,2021-01-13 19:54:18,2018-01-21,11:05:10
4349,P128,36,2021-01-13 03:23:46,26,2025-04-30 01:38:43,1,1,1,2024-01-13 03:23:46,2025-04-30,01:38:43.129762
4793,P365,97,2016-06-03 06:39:01,89,2025-03-08 05:23:29,36,63,64,2019-06-03 06:39:01,2025-03-08,05:23:29.129762
10555,P425,91,2019-10-02 11:20:08,44,2019-12-04 02:52:20,6,7,13,2022-10-01 11:20:08,2019-12-04,02:52:20
8112,P390,38,2018-12-25 12:59:34,20,2019-03-08 22:08:26,6,10,15,2021-12-24 12:59:34,2019-03-08,22:08:26
12869,P251,54,2017-12-28 02:36:58,21,2018-01-08 09:22:16,1,3,12,2020-12-27 02:36:58,2018-01-08,09:22:16
12869,P251,38,2020-12-27 06:02:07,5,2021-04-15 07:27:49,1,1,1,2023-12-27 06:02:07,2021-04-15,07:27:49
4659,P296,82,2015-04-12 07:55:18,72,2015-05-13 23:38:48,2,2,2,2018-04-11 07:55:18,2015-05-13,23:38:48
4659,P296,25,2018-04-11 09:45:43,6,2018-09-25 17:45:31,0,0,0,2021-04-10 09:45:43,2018-09-25,17:45:31
8806,P322,93,2018-02-18 03:40:54,19,2018-07-05 08:46:45,10,10,13,2021-02-17 03:40:54,2018-07-05,08:46:45
8806,P322,25,2021-02-17 05:14:04,18,2021-07-03 17:43:44,0,1,5,2024-02-17 05:14:04,2021-07-03,17:43:44
13574,P193,31,2015-03-28 12:36:43,15,2015-07-29 13:26:26,12,15,15,2018-03-27 12:36:43,2015-07-29,13:26:26
13574,P193,58,2018-03-27 10:15:50,38,2018-06-27 23:35:07,6,12,12,2021-03-26 10:15:50,2018-06-27,23:35:07
13574,P193,45,2021-03-26 14:44:11,18,2025-02-10 08:11:45,2,2,2,2024-03-25 14:44:11,2025-02-10,08:11:45.129762
14811,P39,19,2020-05-20 07:04:30,1,2020-10-30 18:43:34,0,0,0,2023-05-20 07:04:30,2020-10-30,18:43:34
3051,P207,67,2017-08-05 19:15:39,48,2017-11-02 02:52:19,0,0,0,2020-08-04 19:15:39,2017-11-02,02:52:19
3051,P207,4,2020-08-04 22:30:14,3,2020-10-01 05:28:47,1,2,3,2023-08-04 22:30:14,2020-10-01,05:28:47
16896,P384,23,2020-01-28 09:36:24,22,2020-05-09 02:16:00,0,0,0,2023-01-27 09:36:24,2020-05-09,02:16:00
9117,P356,95,2017-12-11 00:04:00,23,2018-06-04 03:44:44,2,2,2,2020-12-10 00:04:00,2018-06-04,03:44:44
12094,P233,40,2017-05-25 09:31:38,35,2017-07-01 09:59:55,18,23,25,2020-05-24 09:31:38,2017-07-01,09:59:55
12094,P233,2,2020-05-24 21:08:10,0,,2,2,2,2023-05-24 21:08:10,,
15993,P168,45,2019-01-05 23:57:40,16,2019-06-08 16:13:16,4,8,12,2022-01-04 23:57:40,2019-06-08,16:13:16
19070,P2,63,2015-04-21 16:48:04,16,2025-01-23 21:49:57,1,1,1,2018-04-20 16:48:04,2025-01-23,21:49:57.129762
3053,P375,28,2015-03-14 01:41:03,14,2015-07-19 21:08:52,2,2,2,2018-03-13 01:41:03,2015-07-19,21:08:52
3053,P375,96,2018-03-13 06:44:01,27,2025-04-23 22:48:01,5,10,14,2021-03-12 06:44:01,2025-04-23,22:48:01.129762
15023,P326,39,2021-04-07 18:56:45,23,2025-06-15 01:40:13,7,9,11,2024-04-06 18:56:45,2025-06-15,01:40:13.129762
11739,P436,75,2015-10-02 09:55:19,72,2015-10-22 19:26:42,1,1,1,2018-10-01 09:55:19,2015-10-22,19:26:42
11739,P436,55,2018-10-01 06:48:28,54,2019-02-22 05:40:39,35,39,50,2021-09-30 06:48:28,2019-02-22,05:40:39
11739,P436,46,2021-09-30 13:58:19,34,2022-02-06 03:24:56,22,24,33,2024-09-29 13:58:19,2022-02-06,03:24:56
2076,P408,53,2017-02-18 01:25:29,23,2017-07-23 01:15:06,2,8,10,2020-02-18 01:25:29,2017-07-23,01:15:06
2076,P408,13,2020-02-18 18:41:00,5,2020-05-10 13:49:55,1,1,1,2023-02-17 18:41:00,2020-05-10,13:49:55
17513,P204,34,2017-03-14 19:31:39,24,2017-06-14 21:26:25,8,9,11,2020-03-13 19:31:39,2017-06-14,21:26:25
7138,P496,91,2018-04-17 16:23:02,23,2018-07-02 19:49:11,1,1,1,2021-04-16 16:23:02,2018-07-02,19:49:11
7138,P496,1,2021-04-16 00:40:39,0,,1,1,1,2024-04-15 00:40:39,,
14079,P423,2,2021-04-18 18:52:43,0,,1,1,1,2024-04-17 18:52:43,,
